obi,hedge,kill,seed,pnl_usd,return_pct,sharpe,max_drawdown_pct,inv_max,inv_final,sigma2_max
False,True,True,20240119,-209.77999999999884,-0.20978000000000385,-0.031673523990909884,-0.2684900000000052,361,88,0.001766666667
True,False,False,20240105,-686.5500000000029,-0.686550000000008,-0.026539403557162777,-0.926030902991261,1292,975,0.004975819209
True,False,False,20240108,-361.7000000000007,-0.36169999999999813,-0.018242322908591693,-0.6604984963323536,1075,121,0.027225
True,False,False,20240106,-485.5400000000009,-0.4855400000000065,-0.028655745006424174,-0.6964940313939361,1587,299,0.01955833333
True,False,False,20240107,-1035.550000000003,-1.0355500000000073,-0.05599333923430495,-1.1189586525267583,757,-367,0.049481666669999994
True,False,False,20240111,-1851.0699999999997,-1.8510700000000102,-0.06961077242269474,-2.1095472141872533,1219,-378,0.06701861582
True,False,False,20240110,-1766.7200000000012,-1.7667199999999994,-0.01919767901422611,-2.0005707035195512,5078,685,202287.0562
True,False,False,20240109,65.54000000000815,0.06554000000000837,0.003970639662075084,-0.23965498793183546,909,909,0.003866666667
True,False,False,20240113,-1030.3899999999849,-1.030389999999981,-0.04645747173690739,-1.2057985802489544,1354,-1354,0.009297853107000001
True,False,False,20240114,-373.929999999993,-0.373929999999989,-0.01781883178815673,-0.49884076509505004,1289,-1125,0.0081
True,False,False,20240112,-1139.5699999999924,-1.1395699999999898,-0.06196597687895614,-1.262898453730236,1037,1037,0.03387
True,False,False,20240115,-348.6200000000099,-0.3486200000000106,-0.022692402276816532,-0.5339783305258696,1306,-755,0.004375254237
True,False,False,20240117,-500.07000000000335,-0.500070000000008,-0.03081605538072943,-0.7589511907827147,804,240,0.0051176271189999996
True,False,False,20240116,-98.8900000000067,-0.09889000000001813,-0.006671047196204643,-0.3493224761750716,992,-603,0.004527090395
True,False,False,20240120,-1741.7699999999895,-1.741769999999987,-0.06812455947802275,-1.9884687755287962,1154,1154,0.06310745762999999
True,False,False,20240118,-113.85000000000582,-0.11385000000000423,-0.006045465177890554,-0.2690213312188547,1040,-489,0.02509166667
True,False,False,20240119,-313.1100000000006,-0.31311000000000533,-0.02024795092531881,-0.4387089781458509,766,91,0.005966666666999999
True,False,True,20240105,-521.3499999999913,-0.5213499999999871,-0.023801716516685896,-0.7702223702815122,1390,1289,0.0017792090400000002
True,False,True,20240106,-673.8100000000013,-0.6738099999999969,-0.03596247136617301,-0.7772117057754885,1724,-213,0.001771158192
True,False,True,20240107,-677.1699999999983,-0.6771699999999936,-0.038086509963922724,-0.7712229784277203,1107,599,0.001755338983
True,False,True,20240109,-126.61999999999989,-0.1266199999999995,-0.008164212432034954,-0.2969476752755195,1091,-17,0.0017637288140000002
True,False,True,20240110,-850.7699999999995,-0.8507700000000007,-0.02758466182065085,-1.031155095763249,3485,46,0.001646327684
True,False,True,20240108,-195.0500000000029,-0.19505000000000772,-0.012211559830804856,-0.3891521381136949,1053,665,0.00171819209
True,False,True,20240111,-556.25,-0.5562500000000026,-0.04012583134034354,-0.6562365201278887,758,180,0.001777514124
True,False,True,20240113,-329.1499999999942,-0.3291499999999892,-0.020175442798895576,-0.5056113955631618,753,-631,0.001415819209
True,False,True,20240112,-411.1100000000006,-0.4111100000000034,-0.027780022897376903,-0.5799956401671312,871,433,0.001778983051
True,False,True,20240115,-270.0199999999995,-0.27002000000000415,-0.015247335620220808,-0.4613521585490001,1306,-54,0.001778644068
True,False,True,20240116,217.38999999999942,0.2173900000000062,0.017362836466414903,-0.12995727963949383,772,138,0.0015785310730000001
True,False,True,20240114,-187.27,-0.18727000000000604,-0.01248512118865348,-0.3526012525495184,760,-2,0.001743157895
True,False,True,20240118,-96.4900000000016,-0.09649000000000463,-0.00683868360157044,-0.37985232736446345,556,-235,0.0017700974030000001
True,False,True,20240117,-287.8999999999942,-0.2878999999999965,-0.02048626383820992,-0.461021957818108,702,-555,0.0015615819209999998
True,False,True,20240119,-226.83000000000004,-0.2268300000000001,-0.013986206454200798,-0.39167131752202894,924,-7,0.001763954802
True,True,False,20240105,-1534.6299999999974,-1.5346300000000035,-0.10802551166888266,-1.620819999598357,1414,460,0.01691669492
True,False,True,20240120,-159.4499999999971,-0.15944999999999432,-0.009067336258789938,-0.36379028668048524,1234,486,0.0017792090400000002
True,True,False,20240106,-1971.7400000000198,-1.9717400000000218,-0.13819947579221367,-1.985508956408891,4216,-1667,0.01955833333
True,True,False,20240109,-1641.6399999999849,-1.6416399999999887,-0.12319647739979518,-1.641777701511202,1784,1465,0.004155932203
True,True,False,20240108,-1390.87000000001,-1.3908700000000107,-0.09059906362767667,-1.39475,850,798,0.027225
True,True,False,20240107,-2008.9500000000007,-2.0089499999999982,-0.10836214816010979,-2.0178289302641814,829,266,0.007485310734
True,True,False,20240111,-3905.459999999999,-3.905459999999994,-0.16306670843657511,-3.9360015483560766,1784,429,0.08478937853
True,True,False,20240112,-1673.8099999999977,-1.6738099999999978,-0.10759591458133175,-1.6989281519797383,1913,-1509,0.03387
True,True,False,20240110,-1701.780000000006,-1.7017799999999972,-0.13816712896410283,-1.754174493920846,5079,513,202287.0562
True,True,False,20240113,-1219.6700000000128,-1.2196700000000171,-0.09222719146060677,-1.2304826688208834,1663,-1663,0.005002259887
True,True,False,20240114,-1281.42,-1.2814199999999998,-0.10327962865303178,-1.2943099999999976,902,162,0.0081
True,True,False,20240115,-2078.570000000007,-2.078570000000002,-0.1474986087294606,-2.0875480062747047,2606,1091,0.0025693785310000002
True,True,False,20240118,-1284.3699999999953,-1.2843699999999902,-0.08445710501691486,-1.2873313800585935,2308,2281,0.02509166667
True,True,False,20240117,-1755.7600000000093,-1.7557600000000062,-0.11712465782115712,-1.7778381658269997,2176,-2087,0.008468474576
True,True,False,20240116,-1002.8300000000017,-1.002829999999999,-0.09449459035237792,-1.0191155913207046,1173,-292,0.004449124294
True,True,True,20240105,-928.1999999999998,-0.9282000000000012,-0.07740748277539836,-1.0186175891301579,1149,62,0.001733898305
True,True,False,20240120,-1710.0800000000017,-1.7100800000000027,-0.116749041357808,-1.726619409953308,971,729,0.008658870056
True,True,False,20240119,-1282.070000000007,-1.2820700000000018,-0.08486205098935717,-1.282070000000007,2041,1387,0.005966666666999999
True,True,True,20240106,-1411.919999999991,-1.4119199999999887,-0.12399575795964173,-1.4436649955049379,4061,-663,0.001752210884
True,True,True,20240107,-1192.62,-1.1926199999999998,-0.11452673542267312,-1.217136971781685,1952,41,0.001775819209
True,True,True,20240108,-1125.8399999999965,-1.1258400000000002,-0.09396430175659867,-1.1258399999999966,1063,-760,0.0017792090400000002
True,True,True,20240111,-1694.6500000000087,-1.6946500000000086,-0.12790811106287445,-1.7242056702343265,1296,1126,0.0017792090400000002
True,True,True,20240110,-1769.530000000028,-1.7695300000000302,-0.11990476552554499,-1.8224696292542455,5094,1509,0.0017372598869999998
