eta,n,pnl_mean,pnl_ci95,sharpe_mean,sharpe_ci95,inv_max_mean,inv_max_ci95,displacement_cents_mean
0.005,4.0,-532.845,502.24832405378834,-0.032083539120034824,0.027636549036031563,698.0,192.19163422653614,0.2325
0.01,4.0,-631.510000000002,523.7970425712675,-0.035342414027249545,0.02884286062992782,1043.5,254.38819286017713,0.46
0.02,4.0,-519.0499999999998,528.2607192184065,-0.028671624063370125,0.028337457338259726,834.25,166.34880572660168,0.8950000000000001
0.05,4.0,-2360.5450000000037,539.0086960043982,-0.08320922217958779,0.016668658333216988,1096.0,192.59098698191113,2.2
0.1,4.0,-5730.804999999998,588.3306891602342,-0.12237051295030724,0.016981512136920257,1287.25,420.1174960650889,4.3500000000000005
